id,trigger,conditions,script,text,options,notes
naderin_remy_hmdfLookAtFreighter,DialogOptionSelected,"$option == hmdf_look
$id == naderin_remy score:200","Call $hmdf_ref showShip
DoCanAffordCheck $hmdf_price contact_accept false","$personName taps a few buttons to pull up the freighter schematics for your examination. ""How's it look? Not the best, but it'd be better in your hands than mine.""","contact_accept:Buy the freighter for $hmdf_price credits
contact_decline:Decline",
"#END Hand-me-down Freighter (Vanilla)",,,,,,
,,,,,,
# Procurement Mission (Vanilla),,,,,,
naderin_remy_proComBlurb,proCom_blurb,"$id == naderin_remy score:200",,"""I need to procure a quantity of $proCom_commodityName.""
OR
""I require delivery of a cargo of $proCom_commodityName.""
OR
""I need a shipment of $proCom_commodityName.""
OR
""I'm in need of some $proCom_commodityName, if you're willing to find some.""",,
naderin_remy_proComTextLocal,,,,,,
"#END Procurement Mission (Vanilla)",,,,,,
,,,,,,
# Security Codes (Vanilla),,,,,,
naderin_remy_secoBlurb,seco_blurb,"$id == naderin_remy score:200",,"""I've got the latest $seco_faction facility defense security codes. Should make ground operations a breeze.""",,
naderin_remy_secoOfferTextContact,DialogOptionSelected,"$option == seco_start
$id == naderin_remy score:200","$missionId = seco
SetTextHighlightColors $seco_factionColor h h
SetTextHighlights $seco_faction $seco_price $seco_days
DoCanAffordCheck $seco_price contact_accept false","""Managed to bribe someone for some $seco_faction security codes that'll give you the upper hand in one ground operation, but they'll probably catch on after you use them. I'll send them over for $seco_price credits.""

The codes will be good for $seco_days days before they become useless.","contact_accept:Buy the security codes
contact_decline:Decline",
"#END Security Codes (Vanilla)",,,,,,
,,,,,,
# Ship Hijacking (Vanilla),,,,,,
naderin_remy_hijackBlurb,hijack_blurb,"$id == naderin_remy score:200",,"""Some idiot parked their ship in front of one of my warehouses. I was planning to get it towed, but we could just as easily arrange it to be, ah, stolen.""",,
naderin_remy_hijackOfferTextContact,DialogOptionSelected,"$option == hijack_start
$id == naderin_remy score:200","$missionId = hijack
SetTextHighlights $hijack_hull $hijack_designation $hijack_price $hijack_marines","""This $hijack_hull $hijack_designation is, for some reason, parked incorrectly in front of one of my warehouses! And honestly, these days we've got damn fine autopilot, so if you can guess how annoyed I am, hah! These idiots couldn't park on a landing gantry if their life depended on it.""

$HeOrShe takes a moment to calm down before they continue.

""Anyway, for just $hijack_price credits and $hijack_marines marines, we should be able to overwhelm any onboard crew lingering around in there. Don't worry, I've got the security codes, guard schedules, and the support of a few disgruntled MuniSec militia to keep it all hush-hush, if you're willing.""","hijack_look:Ask for detailed info on the military vessel
contact_decline:Decline",
naderin_remy_hijackOperation1,DialogOptionSelected,"$option == hijack_op1
$id == naderin_remy score:200",,"Dressed up in MuniSec garb, your hand-picked marines fall in line with a few actual MuniSec militia. They walk up to the ship, making a racket until the ship's crew poke their noses out to see what's going on.

It's at that time that your marines present them with a forged, but realistic illegal parking ticket, and force the entire crew out of the ship with threats of fines and imprisonment, allowing your own marines to board soon after.

Your marines' weaponry ensures that not a soul dares get any funny ideas of heroism despite the dubious legality of your 'towing operation'.","hijack_op2:Continue",
naderin_remy_hijackOperation2,DialogOptionSelected,"$option == hijack_op2
$id == naderin_remy score:200","RemoveCommodity credits $hijack_price
AddShip $hijack_member
Call $hijack_ref repSuccess","You watch on the holofeed as your marines access bridge consoles with ease, the security codes $personName provided making the process smooth sailing. As main power comes online, it takes only minutes before you see your new ship slowly begin to float free of $entity.name's spaceship gantries.

Questions from local authorities are easily answered with fabricated seizure warrants, requests for identification enthusiastically provided by the disgruntled militia from earlier, and questions from the original owner answered with messages of horrifying bureaucracy.

""Apologies ship captain, but your ship has been towed! Please follow the instructions in the letter you will receive shortly to reclaim your ship...""","hijack_op3:Continue",
naderin_remy_hijackOperation3,DialogOptionSelected,"$option == hijack_op3
$id == naderin_remy score:200",,"After the newly liberated ship joins your fleet, you review the after-action report with $personName.

""Clean as can be, but someone's bound to figure out something's up eventually,"" $heOrShe sighs. ""Of course, since the original owner was a bit of a knobhead, I think people will be thanking you rather than angry at you, funnily enough.""","contact_acceptNoText:Continue",
"#END Ship Hijacking (Vanilla)",,,,,,
,,,,,,
# Smuggling Mission (Vanilla),,,,,,
naderin_remy_smugBlurb,smug_blurb,"$id == naderin_remy score:200",,"""Want to help me get some $smug_commodityName quietly moved to $smug_marketName?""
OR
""Going to move some $smug_commodityName to $smug_marketName. You want in?""",,
naderin_remy_smugOfferTextContact,DialogOptionSelected,"$option == smug_start
$id == naderin_remy score:200","$missionId = smug
SetTextHighlights $smug_quantity $smug_dist $smug_reward
ShowRemainingCapacity $smug_commodityId
Call $smug_ref showMap ""Destination: $smug_marketName""","""I'm planning on moving $smug_quantity units of $smug_commodityName over to $smug_marketName, $smug_dist light-years away. It's illegal stuff, obviously, but why they want this specific brand of stuff I haven't a clue. Still, you can't let the local authorities know you're smuggling this crap if you want to get paid $smug_reward credits on delivery.""","contact_accept:Accept
contact_decline:Decline",
"#END Smuggling Mission (Vanilla)",,,,,,
,,,,,,
# Spysat Deployment (Vanilla),,,,,,
naderin_remy_ssatBlurb,ssat_blurb,"$id == naderin_remy score:200",,"""I require $ssat_marketName monitored closely. It'll probably take a spy satellite in orbit.""
OR
""$ssat_marketName has trouble brewing for a few contacts of mine. Deploying a small spy satellite should be enough for me to keep tabs on the situation.""",,"# ssat_underworld"
naderin_remy_ssatOfferTextContact,DialogOptionSelected,"$option == ssat_start
$id == naderin_remy score:200","$missionId = ssat
SetTextHighlights $ssat_reward
Call $ssat_ref showMap ""Target: $ssat_marketName""","""I need eyes on $ssat_marketName, in the $ssat_systemName. All my available assets are currently preoccupied, so a satellite in orbit would be perfect."" 

$personName taps at a datapad, bringing up a holo of a spy satellite beside $himOrHer.

""Neat, huh? You can buy them from wherever if you have the right connections. Everyone with an eye and a brain will know what's up as a consequence, so make sure no patrols are tracking you when you deploy it in orbit. Do it right, and you'll get paid $ssat_reward credits. Sound good to you?""","contact_accept:Accept
contact_decline:Decline",
"#END Spysat Deployment (Vanilla)",,,,,,
,,,,,,
# Underworld Bounty (Vanilla),,,,,,
naderin_remy_ucbBlurb,ucb_blurb,"$id == naderin_remy score:200",,"""Someone's unfortunately found themselves on my hit list. You could do the dirty work for me, if you'd like.""",,
naderin_remy_ucbOfferTextContact,DialogOptionSelected,"$option == ucb_start
$id == naderin_remy score:200","$missionId = ucb
$option = ucb_showOptions 0
FireBest DialogOptionSelected","""They say the independents are a faction unto themselves in the Persean Sector, but if you've seen the petty infighting I've seen, ha!"" $HeOrShe shakes their head, a sense of disappointment flashing across their face.

""Suffice it to say that you're going to do some dirty work if you take me up on this... but not for anything on the level of someone's grand scheme. We're playing bit roles in the Persean Sector's crappiest soap opera, and a lot of bodies are about to get spaced.""

""But, ah."" $HeOrShe looks at you with a grin. ""It pays pretty well, huh?""
OR
""Let's put it like this. You don't normally think about the influence of the independents in the Persean Sector, right?"" $HeOrShe gestures at a softly glowing ad-holo playing theatrically behind him, punctuating $hisOrHer every sentence with exaggerated sound effects and visual cues. ""After all, the big players are folk like the Hegemony. And you'd be right, all the way 'til you came down to comms me. Why? Because you're about to go blow up the little toys of the big players!""

""League patrol in the pocket of rogues? Hegemony inspector too overzealous in their search? Church patrol trying to confiscate perfectly legal scientific equipment? That's when people start calling on us, to start reminding them that the spacers of the sector can be just every bit as ruthless as the pirates they claim to protect us from.""

""...well, not that I necessarily believe all that, but we'll get paid well either way. Just like I got paid to say all that,"" $HeOrShe adds with a sardonic laugh, flicking the ad-holo off with a dismissive gesture.",,
,,,,,,
# Bounty Details,,,,,,
naderin_remy_ucbTrader,CBTraderOfferDesc,"$id == naderin_remy score:200","Highlight $bcb_dist $bcb_days $bcb_reward","""There's a trade fleet that's rubbed certain folks the wrong way. How, we don't know, but such is their 'transgression' that they're asking me to get someone — you, should you accept — to give them the show of their lives.""

$HeOrShe pulls up what looks like an internal customs inspection order, with an attached fleet disposition report. ""They're in the $bcb_systemName, $bcb_dist light-years away, thanks to our tried and true tactic of holding them up for inspection. Should be plenty of room for you to get in and quietly smack them down, hopefully without ruffling too many feathers.""

""But it seems that they've probably seen similar crap pulled on other captains they've known, so there's a patrol on guard to make sure they don't blow up before they leave in about $bcb_days days. It's down to you to see to it that they feel the wrath of our employer... and your paycheck. A paycheck to the tune of $bcb_reward credits, should you accept.""",,
naderin_remy_ucbPatrol,CBPatrolOfferDesc,"$id == naderin_remy score:200","SetTextHighlightColors $bcb_patrolFactionColor h h h
Highlight $bcb_patrolFaction $bcb_dist $bcb_days $bcb_reward","""Take a look at this idiot."" $HeOrShe pulls up a standard ID holo of a military officer in uniform. ""$bcb_targetName. Made it far too obvious they were getting paid to 'inspect' our fellow spacers. Shouldn't have been a problem if every single inspection they'd done in the past cycle hadn't mysteriously left the victims missing half of their fleet, but unfortunately $bcb_targetHeOrShe's damn well messed up. People are rightfully angry about it, and so you're going to teach $bcb_targetHimOrHer a lesson they won't forget.""

""As for the details... $bcb_TargetHeOrShe's commanding a $bcb_patrolFaction patrol fleet operating out of $bcb_targetMarketName in the $bcb_systemName, $bcb_dist light-years away. You'll find $bcb_targetHimOrHer patrolling around, perhaps near a nearby jump-point, or one of their orbital strategic assets, etcetera.""

$HeOrShe shuts off the ID holo, and prepares to send the details over to your flagship with a quick swipe of $hisOrHer fingers. ""My, or I suppose, our client wants this poor sap spaced out of $bcb_targetHisOrHer flagship within $bcb_days days, and is willing to pay $bcb_reward credits to see it through.""",,
naderin_remy_ucbMerc,CBMercUWOfferDesc,"$id == naderin_remy score:200","Highlight $bcb_dist $bcb_days $bcb_reward","$HeOrShe pulls up a clear holo taken from a popular dating service. ""Ah, love. Shame this merc won't live long enough to find it. After all, just like you, $bcb_targetName's been running around doing people's dirty work. Caught involved in too many 'customs inspections', you see.""

$PersonName flicks the holo away and pulls up a sector map. ""We're pretty sure $bcb_targetHeOrShe's on some wild goose chase in the $bcb_systemName, $bcb_dist light-years away. Something about a weapons stash, I believe, though it does sound similar to the kind of tactics those pirates use.""

""All the easier for me now that I don't have to lift a finger pulling the strings myself, sure. But I doubt whoever strung them up like this did enough of a job to keep them there for any longer than $bcb_days days. But you'll get a hefty payout of $bcb_reward credits if you complete it in time, so... sound good to you?""",,
"#END Bounty Details",,,,,,
"#END Underworld Bounty (Vanilla)",,,,,,
,,,,,,
# Extraction Mission (todo),,,,,,
naderin_remyExtr_blurb1,naderin_remyExtr_blurb,"$remyExtr_variation == COLONY",,"""Huh."" $HeOrShe clicks their tongue as their glance at their datapad. ""There's a friend of mine that is, ah, shall we say, in need of extraction. There was an incident that left 'em behind bars, and they want out as soon as possible.""",,"# todo?"
naderin_remyExtr_offerOption1,naderin_remyExtr_offerOption,"$remyExtr_variation == COLONY",,,"naderin_remyExtr_start:Ask about the extraction operation","# todo?"
naderin_remyExtr_offerText1,DialogOptionSelected,"$option == naderin_remyExtr_start",,,"naderin_remyExtr_accept:Accept
naderin_remyExtr_decline:Decline","# todo?"
"#END Extraction Mission (todo)",,,,,,
"#END Remy",,,,,,
"#END Missions",,,,,,

